Hispanic_Origin	Race	Year	ICD10.130.Infants	ICD10.Code	Deaths	Population	Crude_Rate
Not Hispanic or Latino	Black or African American	2014	Cardiac arrest (I46)	GR130-050	2	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	Cerebrovascular diseases (I60-I69)	GR130-051	23	608099	3.8
Not Hispanic or Latino	Black or African American	2014	"All other diseases of circulatory system (I00-I25,I31,I34-I38,I44-I45,I47-I51,I70-I99)"	GR130-052	41	608099	6.7
Not Hispanic or Latino	Black or African American	2014	"Diseases of the respiratory system (J00-J98,U04)"	GR130-053	192	608099	31.6
Not Hispanic or Latino	Black or African American	2014	#Acute upper respiratory infections (J00-J06)	GR130-054	4	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	#Influenza and pneumonia (J09-J18)	GR130-055	71	608099	11.7
Not Hispanic or Latino	Black or African American	2014	Influenza (J09-J11)	GR130-056	9	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	Pneumonia (J12-J18)	GR130-057	62	608099	10.2
Not Hispanic or Latino	Black or African American	2014	#Acute bronchitis and acute bronchiolitis (J20-J21)	GR130-058	13	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	"#Bronchitis, chronic and unspecified (J40-J42)"	GR130-059	5	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	"Other and unspecified diseases of respiratory system (J22,J30-J39,J43-J44,J47-J68,J70-J98,U04)"	GR130-062	99	608099	16.3
Not Hispanic or Latino	Black or African American	2014	Diseases of the digestive system (K00-K92)	GR130-063	43	608099	7.1
Not Hispanic or Latino	Black or African American	2014	"#Gastritis, duodenitis, and noninfective enteritis and colitis (K29,K50-K55)"	GR130-064	6	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	"#Hernia of abdominal cavity and intestinal obstruction without hernia (K40-K46,K56)"	GR130-065	10	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	"All other and unspecified diseases of digestive system (K00-K28,K30-K38,K57-K92)"	GR130-066	27	608099	4.4
Not Hispanic or Latino	Black or African American	2014	Diseases of the genitourinary system (N00-N95)	GR130-067	27	608099	4.4
Not Hispanic or Latino	Black or African American	2014	"#Renal failure and other disorders of kidney (N17-N19,N25,N27)"	GR130-068	20	608099	3.3
Not Hispanic or Latino	Black or African American	2014	"Other and unspecified diseases of genitourinary system (N00-N15,N20-N23,N26,N28-N95)"	GR130-069	7	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	Certain conditions originating in the perinatal period (P00-P96)	GR130-070	3778	608099	621.3
Not Hispanic or Latino	Black or African American	2014	"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)"	GR130-071	911	608099	149.8
Not Hispanic or Latino	Black or African American	2014	#Newborn affected by maternal hypertensive disorders (P00.0)	GR130-072	20	608099	3.3
Not Hispanic or Latino	Black or African American	2014	#Newborn affected by other maternal conditions which may be unrelated to present pregnancy (P00.1-P00.9)	GR130-073	24	608099	3.9
Not Hispanic or Latino	Black or African American	2014	#Newborn affected by maternal complications of pregnancy (P01)	GR130-074	534	608099	87.8
Not Hispanic or Latino	Black or African American	2014	Newborn affected by incompetent cervix (P01.0)	GR130-075	170	608099	28
Not Hispanic or Latino	Black or African American	2014	Newborn affected by premature rupture of membranes (P01.1)	GR130-076	271	608099	44.6
Not Hispanic or Latino	Black or African American	2014	Newborn affected by multiple pregnancy (P01.5)	GR130-077	44	608099	7.2
Not Hispanic or Latino	Black or African American	2014	"Newborn affected by other maternal complications of pregnancy (P01.2-P01.4,P01.6-P01.9)"	GR130-078	49	608099	8.1
Not Hispanic or Latino	Black or African American	2014	"#Newborn affected by complications of placenta, cord and membranes (P02)"	GR130-079	295	608099	48.5
Not Hispanic or Latino	Black or African American	2014	Newborn affected by complications involving placenta (P02.0-P02.3)	GR130-080	112	608099	18.4
Not Hispanic or Latino	Black or African American	2014	Newborn affected by complications involving cord (P02.4-P02.6)	GR130-081	6	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	Newborn affected by chorioamnionitis (P02.7)	GR130-082	177	608099	29.1
Not Hispanic or Latino	Black or African American	2014	#Newborn affected by other complications of labor and delivery (P03)	GR130-084	28	608099	4.6
Not Hispanic or Latino	Black or African American	2014	#Newborn affected by noxious influences transmitted via placenta or breast milk (P04)	GR130-085	10	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	Disorders related to length of gestation and fetal malnutrition (P05-P08)	GR130-086	1559	608099	256.4
Not Hispanic or Latino	Black or African American	2014	#Slow fetal growth and fetal malnutrition (P05)	GR130-087	41	608099	6.7
Not Hispanic or Latino	Black or African American	2014	"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)"	GR130-088	1517	608099	249.5
Not Hispanic or Latino	Black or African American	2014	"Extremely low birth weight or extreme immaturity (P07.0,P07.2)"	GR130-089	1201	608099	197.5
Not Hispanic or Latino	Black or African American	2014	"Other low birth weight or preterm (P07.1,P07.3)"	GR130-090	316	608099	52
Not Hispanic or Latino	Black or African American	2014	#Disorders related to long gestation and high birth weight (P08)	GR130-091	1	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	#Birth trauma (P10-P15)	GR130-092	1	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	#Intrauterine hypoxia and birth asphyxia (P20-P21)	GR130-093	80	608099	13.2
Not Hispanic or Latino	Black or African American	2014	Intrauterine hypoxia (P20)	GR130-094	36	608099	5.9
Not Hispanic or Latino	Black or African American	2014	Birth asphyxia (P21)	GR130-095	44	608099	7.2
Not Hispanic or Latino	Black or African American	2014	#Respiratory distress of newborn (P22)	GR130-096	152	608099	25
Not Hispanic or Latino	Black or African American	2014	Other respiratory conditions originating in the perinatal period (P23-P28)	GR130-097	229	608099	37.7
Not Hispanic or Latino	Black or African American	2014	#Congenital pneumonia (P23)	GR130-098	21	608099	3.5
Not Hispanic or Latino	Black or African American	2014	#Neonatal aspiration syndromes (P24)	GR130-099	11	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	#Interstitial emphysema and related conditions originating in the perinatal period (P25)	GR130-100	21	608099	3.5
Not Hispanic or Latino	Black or African American	2014	#Pulmonary hemorrhage originating in the perinatal period (P26)	GR130-101	54	608099	8.9
Not Hispanic or Latino	Black or African American	2014	#Chronic respiratory disease originating in the perinatal period (P27)	GR130-102	40	608099	6.6
Not Hispanic or Latino	Black or African American	2014	#Atelectasis (P28.0-P28.1)	GR130-103	68	608099	11.2
Not Hispanic or Latino	Black or African American	2014	All other respiratory conditions originating in the perinatal period (P28.2-P28.9)	GR130-104	14	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	Infections specific to the perinatal period (P35-P39)	GR130-105	207	608099	34
Not Hispanic or Latino	Black or African American	2014	#Bacterial sepsis of newborn (P36)	GR130-106	163	608099	26.8
Not Hispanic or Latino	Black or African American	2014	#Omphalitis of newborn with or without mild hemorrhage (P38)	GR130-107	1	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	"All other infections specific to the perinatal period (P35,P37,P39)"	GR130-108	43	608099	7.1
Not Hispanic or Latino	Black or African American	2014	Hemorrhagic and hematological disorders of newborn (P50-P61)	GR130-109	140	608099	23
Not Hispanic or Latino	Black or African American	2014	"#Neonatal hemorrhage (P50-P52,P54)"	GR130-110	113	608099	18.6
Not Hispanic or Latino	Black or African American	2014	#Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59)	GR130-112	2	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	#Hematological disorders (P60-P61)	GR130-113	25	608099	4.1
Not Hispanic or Latino	Black or African American	2014	#Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2)	GR130-114	2	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	#Necrotizing enterocolitis of newborn (P77)	GR130-115	138	608099	22.7
Not Hispanic or Latino	Black or African American	2014	#Hydrops fetalis not due to hemolytic disease (P83.2)	GR130-116	21	608099	3.5
Not Hispanic or Latino	Black or African American	2014	"Other perinatal conditions (P29,P70.3-P70.9,P71-P76,P78-P81,P83.0-P83.1,P83.3-P83.9,P90-P96)"	GR130-117	338	608099	55.6
Not Hispanic or Latino	Black or African American	2014	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	GR130-118	879	608099	144.5
Not Hispanic or Latino	Black or African American	2014	Anencephaly and similar malformations (Q00)	GR130-119	45	608099	7.4
Not Hispanic or Latino	Black or African American	2014	Congenital hydrocephalus (Q03)	GR130-120	8	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	Spina bifida (Q05)	GR130-121	3	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	"Other congenital malformations of nervous system (Q01-Q02,Q04,Q06-Q07)"	GR130-122	70	608099	11.5
Not Hispanic or Latino	Black or African American	2014	Congenital malformations of heart (Q20-Q24)	GR130-123	215	608099	35.4
Not Hispanic or Latino	Black or African American	2014	Other congenital malformations of circulatory system (Q25-Q28)	GR130-124	26	608099	4.3
Not Hispanic or Latino	Black or African American	2014	Congenital malformations of respiratory system (Q30-Q34)	GR130-125	67	608099	11
Not Hispanic or Latino	Black or African American	2014	Congenital malformations of digestive system (Q35-Q45)	GR130-126	10	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	Congenital malformations of genitourinary system (Q50-Q64)	GR130-127	81	608099	13.3
Not Hispanic or Latino	Black or African American	2014	"Congenital malformations and deformations of musculoskeletal system, limbs and integument (Q65-Q85)"	GR130-128	101	608099	16.6
Not Hispanic or Latino	Black or African American	2014	Down's syndrome (Q90)	GR130-129	13	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	Edward's syndrome (Q91.0-Q91.3)	GR130-130	82	608099	13.5
Not Hispanic or Latino	Black or African American	2014	Patau's syndrome (Q91.4-Q91.7)	GR130-131	50	608099	8.2
Not Hispanic or Latino	Black or African American	2014	"Other congenital malformations and deformations (Q10-Q18,Q86-Q89)"	GR130-132	87	608099	14.3
Not Hispanic or Latino	Black or African American	2014	"Other chromosomal abnormalities, not elsewhere classified (Q92-Q99)"	GR130-133	21	608099	3.5
Not Hispanic or Latino	Black or African American	2014	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	GR130-134	823	608099	135.3
Not Hispanic or Latino	Black or African American	2014	#Sudden infant death syndrome (R95)	GR130-135	451	608099	74.2
Not Hispanic or Latino	Black or African American	2014	"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)"	GR130-136	372	608099	61.2
Not Hispanic or Latino	Black or African American	2014	"All other diseases (F00-F99,H00-H57,L00-M99)"	GR130-137	3	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	"External causes of mortality (*U01,V01-Y84)"	GR130-138	507	608099	83.4
Not Hispanic or Latino	Black or African American	2014	#Accidents (unintentional injuries) (V01-X59)	GR130-139	404	608099	66.4
Not Hispanic or Latino	Black or African American	2014	Transport accidents (V01-V99)	GR130-140	17	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	GR130-141	17	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	Falls (W00-W19)	GR130-143	3	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	Accidental discharge of firearms (W32-W34)	GR130-144	1	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	Accidental drowning and submersion (W65-W74)	GR130-145	5	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	Accidental suffocation and strangulation in bed (W75)	GR130-146	315	608099	51.8
Not Hispanic or Latino	Black or African American	2014	"Other accidental suffocation and strangulation (W76-W77,W81-W84)"	GR130-147	30	608099	4.9
Not Hispanic or Latino	Black or African American	2014	Accidental inhalation and ingestion of food or other objects causing obstruction of respiratory tract (W78-W80)	GR130-148	9	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	"Accidents caused by exposure to smoke, fire and flames (X00-X09)"	GR130-149	8	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	Accidental poisoning and exposure to noxious substances (X40-X49)	GR130-150	1	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	"Other and unspecified accidents (W20-W31,W35-W64,W85-W99,X10-X39,X50-X59)"	GR130-151	15	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	"#Assault (homicide) (*U01,X85-Y09)"	GR130-152	74	608099	12.2
Not Hispanic or Latino	Black or African American	2014	"Assault (homicide) by hanging, strangulation and suffocation (X91)"	GR130-153	6	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR130-154	1	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	"Neglect, abandonment and other maltreatment syndromes (Y06-Y07)"	GR130-155	21	608099	3.5
Not Hispanic or Latino	Black or African American	2014	"Assault (homicide) by other and unspecified means (*U01.0-*U01.3,*U01.5-*U01.9,X85-X90,X92,X96-X99,Y00-Y05,Y08-Y09)"	GR130-156	46	608099	7.6
Not Hispanic or Latino	Black or African American	2014	#Complications of medical and surgical care (Y40-Y84)	GR130-157	3	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	Other external causes (Y10-Y36)	GR130-158	26	608099	4.3
Not Hispanic or Latino	Black or African American	2015	Certain infectious and parasitic diseases (A00-B99)	GR130-001	183	614972	29.8
Not Hispanic or Latino	Black or African American	2015	Certain intestinal infectious diseases (A00-A08)	GR130-002	2	614972	Unreliable
Not Hispanic or Latino	Black or African American	2015	#Diarrhea and gastroenteritis of infectious origin (A09)	GR130-003	80	614972	13
Not Hispanic or Latino	Black or African American	2015	#Whooping cough (A37)	GR130-007	1	614972	Unreliable
Not Hispanic or Latino	Black or African American	2015	#Meningococcal infection (A39)	GR130-008	1	614972	Unreliable
